TITLE|ISSN|ISBN|START_DATE|END_DATE|PROVIDER|URL|EMBARGO|ENUMCAPTION1|ENUMSTART1|ENUMEND1|ENUMCAPTION2|ENUMSTART2|ENUMEND2
Clinical child and family psychology review|1096-4037||19980101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=ehh&amp;jn=N6E&amp;scope=site|365|Volume|undef||Issue|undef||
Journal of mental health counseling|1040-2861||19940101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://find.galegroup.com/openurl/openurl?res_id=info%3Asid%2Fgale%3AAONE&amp;req_dat=info%3Asid%2Fgale%3Augnid%3Ast46245&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;url_ctx_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Actx&amp;ctx_enc=info%3Aofi%3Aenc%3AUTF-8&amp;url_ver=Z39.88-2004&amp;rft.jtitle=Journal+of+Mental+Health+Counseling|0|Volume|undef||Issue|undef||
Journal of environmental engineering and science|1496-2551||20020101|20081231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?res_dat=xri%3Apqd&amp;svc_dat=xri%3Apqil%3Acontext%3Dtitle&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;jtitle=Journal+of+environmental+engineering+and+science&amp;url_ver=Z39.88-2004&amp;genre=journal&amp;req_dat=xri%3Apqil%3Apq_clntid%3D&amp;rft_dat=xri%3Apqd%3APMID%3D54137|0|Volume|undef|undef|Issue|undef|undef|
The review of education, pedagogy, and cultural studies|1071-4413||19970101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.tandfonline.com/openurl?stitle=gred20&amp;genre=journal|365|Volume|undef||Issue|undef||
Camden Third Series|2042-1710||19000101|19631231|Cambridge University Press Journals Complete|http://proxy.library.brocku.ca/login?url=http://journals.cambridge.org/action/displayJournal?jid=rhr|0|Volume|1|94|Issue|undef|undef|
Rural Cooperatives|1088-8845||19960101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?res_dat=xri%3Apqd&amp;svc_dat=xri%3Apqil%3Acontext%3Dtitle&amp;req_dat=xri%3Apqil%3Apq_clntid%3D&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;jtitle=Rural+Cooperatives&amp;url_ver=Z39.88-2004&amp;rft_dat=xri%3Apqd%3APMID%3D43988&amp;genre=journal|0|Volume|undef||Issue|undef||
Camden Old Series|2042-1699||18380101|18721231|Cambridge University Press Journals Complete|http://proxy.library.brocku.ca/login?url=http://journals.cambridge.org/action/displayJournal?jid=RHO|0|Volume|1|105|Issue|undef|undef |
Camden New Series|2042-1702||18720101|19011231|Cambridge University Press Journals Complete|http://proxy.library.brocku.ca/login?url=http://journals.cambridge.org/action/displayJournal?jid=rhn|0|Volume|1|62|Issue|undef|undef|
Literature, interpretation, theory|1043-6928||19970101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.tandfonline.com/openurl?stitle=glit20&amp;genre=journal|365|Volume|undef||Issue|undef||
Current medical literature. Gynaecology and obstetrics|1356-742X||20030101|20101231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=Q3E&amp;scope=site|0|Volume|undef|undef|Issue|undef|undef|
Weekly compilation of Presidential documents|0511-4187||19950101|20091231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://find.galegroup.com/openurl/openurl?res_id=info%3Asid%2Fgale%3AAONE&amp;req_dat=info%3Asid%2Fgale%3Augnid%3Ast46245&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;url_ctx_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Actx&amp;ctx_enc=info%3Aofi%3Aenc%3AUTF-8&amp;url_ver=Z39.88-2004&amp;rft.jtitle=Weekly+Compilation+of+Presidential+Documents|0|Volume|undef|undef|Issue|undef|undef|
PS|0475-2953||19950101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://find.galegroup.com/openurl/openurl?res_id=info%3Asid%2Fgale%3AAONE&amp;req_dat=info%3Asid%2Fgale%3Augnid%3Ast46245&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;url_ctx_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Actx&amp;ctx_enc=info%3Aofi%3Aenc%3AUTF-8&amp;url_ver=Z39.88-2004&amp;rft.jtitle=PS,+the+Preventive+Maintenance+Monthly|0|Volume|undef||Issue|undef||
Amyotrophic lateral sclerosis|1748-2968||20060101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.informahealthcare.com/loi/aml|365|Volume|undef||Issue|undef||
Electronic  journal of pathology and histology|0948-0382||20000101|20031231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=FLM&amp;scope=site|0|Volume|undef|undef|Issue|undef|undef|
Diseases of the esophagus|1120-8694||19990101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://onlinelibrary.wiley.com/resolve/openurl?sid=vendor%3Adatabase&amp;issn=1120-8694&amp;genre=journal|365|Volume|undef||Issue|undef||
The mycologist|0269-915X||20020101|20051231|Cambridge University Press Journals Complete|http://proxy.library.brocku.ca/login?url=http://www.sciencedirect.com/science/journal/0269915X|0|Volume|16|19|Issue|1|undef|
BizEd|1537-338X||20010101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=ehh&amp;jn=N1I&amp;scope=site|0|Volume|undef||Issue|undef||
Country report. Canada|0269-4166||19960101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=bth&amp;jn=5HD&amp;scope=site|180|Volume|undef||Issue|undef||
Journal of coordination chemistry|0095-8972||20020101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.tandfonline.com/openurl?stitle=gcoo20&amp;genre=journal|365|Volume|undef||Issue|undef||
Registered Nurse: Journal of Patient Advocacy|1932-8966||20060101|20091231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=2R0W&amp;scope=site|0|Volume|undef|undef|Issue|undef|undef|
European journal of housing policy|1461-6718||20010101|20091231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=bth&amp;jn=BF2&amp;scope=site|0|Volume|undef|undef|Issue|undef|undef|
Politics|1945-3191||20080101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=61KW&amp;scope=site|0|Volume|undef||Issue|undef||
Journal of sedimentary research|1527-1404||19310101||Highwire Press Journals|http://proxy.library.brocku.ca/login?url=http://jsedres.sepmonline.org/contents-by-date.0.shtml|0|Volume|undef||Issue|undef||
Romanticism|1354-991X||19980101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://muse.jhu.edu/cgi-bin/resolve_openurl.cgi?genre=&amp;eissn=1750-0192&amp;issn=1354-991X|365|Volume|undef||Issue|undef||
Current Medical Literature: GH & Growth Factors|1460-8480||20030101|20041231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=Q3D&amp;scope=site|0|Volume|undef|undef|Issue|undef|undef|
World monitor|0897-9472||19920101|19931231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=WMN&amp;scope=site|0|Volume|undef|undef|Issue|undef|undef|
The Review of contemporary fiction|0276-0045||19930101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;res_dat=xri:pao-us&amp;issn=02760045|0|Volume|undef||Issue|undef||
The Journal of experimental medicine|0022-1007||18960101||Highwire Press Journals|http://proxy.library.brocku.ca/login?url=http://www.pubmedcentral.gov/tocrender.fcgi?action=archive&amp;journal=483|0|Volume|undef||Issue|undef||
European Planning Studies|0965-4313||19940101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?res_dat=xri%3Apqd&amp;svc_dat=xri%3Apqil%3Acontext%3Dtitle&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;jtitle=European+Planning+Studies&amp;url_ver=Z39.88-2004&amp;genre=journal&amp;req_dat=xri%3Apqil%3Apq_clntid%3D&amp;rft_dat=xri%3Apqd%3APMID%3D34463|365|Volume|undef||Issue|undef||
Wilderness|0736-6477||19980101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://find.galegroup.com/itw/infomark/1/1/1/purl=rc18_CPI_0__jn+%22Wilderness%22?sw_aep=st46245|0|Volume|undef||Issue|undef||
Al-Masaq|0950-3110||20020101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.tandfonline.com/openurl?stitle=calm20&amp;genre=journal|365|Volume|undef||Issue|undef||
Billboard|0006-2510||19940101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?res_dat=xri%3Apqd&amp;svc_dat=xri%3Apqil%3Acontext%3Dtitle&amp;req_dat=xri%3Apqil%3Apq_clntid%3D&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;jtitle=Billboard&amp;url_ver=Z39.88-2004&amp;rft_dat=xri%3Apqd%3APMID%3D23949&amp;genre=journal|0|Volume|undef||Issue|undef||
Netherlands yearbook of international law|0167-6768||20040101||Cambridge University Press Journals Complete|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?res_dat=xri%3Apqd&amp;svc_dat=xri%3Apqil%3Acontext%3Dtitle&amp;req_dat=xri%3Apqil%3Apq_clntid%3D&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;jtitle=Netherlands+yearbook+of+international+law&amp;url_ver=Z39.88-2004&amp;rft_dat=xri%3Apqd%3APMID%3D80021&amp;genre=journal|0|Volume|35||Issue|undef||
New directions for community colleges|0194-3081||19970101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://onlinelibrary.wiley.com/resolve/openurl?sid=vendor%3Adatabase&amp;issn=0194-3081&amp;genre=journal|365|Volume|undef||Issue|undef||
Russian education and society|1060-9393||20010101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=ehh&amp;jn=2CN&amp;scope=site|0|Volume|undef||Issue|undef||
Semeia|0095-571X||19990101|20021231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://find.galegroup.com/openurl/openurl?res_id=info%3Asid%2Fgale%3AAONE&amp;req_dat=info%3Asid%2Fgale%3Augnid%3Ast46245&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;url_ctx_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Actx&amp;ctx_enc=info%3Aofi%3Aenc%3AUTF-8&amp;url_ver=Z39.88-2004&amp;rft.jtitle=Semeia|0|Volume|undef|undef|Issue|undef|undef|
Applied neuropsychology|0908-4282||19940101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.tandfonline.com/openurl?stitle=hapn20&amp;genre=journal|365|Volume|undef||Issue|undef||
New economy|1070-3535||19980101|20041231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=bth&amp;jn=7Q6&amp;scope=site|0|Volume|undef|undef|Issue|undef|undef|
Journal of agricultural and food chemistry|0021-8561||19960101||American Chemical Society Journals|http://pubs.acs.org/loi/jafcau|0|Volume|44||Issue|1||
Etc|0014-164X||19900101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://galenet.galegroup.com/servlet/IOURL?locID=&amp;prod=LitRC&amp;title=ETC.%3AAReviewofGeneralSemantics|0|Volume|undef||Issue|undef||
Clinical and experimental allergy reviews|1472-9725||20030101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=N84&amp;scope=site|365|Volume|undef||Issue|undef||
LC GC North America|1527-5949||20010101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://find.galegroup.com/openurl/openurl?res_id=info%3Asid%2Fgale%3AAONE&amp;req_dat=info%3Asid%2Fgale%3Augnid%3Ast46245&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;url_ctx_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Actx&amp;ctx_enc=info%3Aofi%3Aenc%3AUTF-8&amp;url_ver=Z39.88-2004&amp;rft.jtitle=LC-GC+North+America|0|Volume|undef||Issue|undef||
MANAGING EDUCATION MATTERS|1463-7081||20020101|20051231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=ehh&amp;jn=F98&amp;scope=site|0|Volume|undef|undef|Issue|undef|undef|
Journal of personality assessment|0022-3891||19750101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.tandfonline.com/openurl?stitle=hjpa20&amp;genre=journal|365|Volume|undef||Issue|undef||
Pathology|0031-3025||19990101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.informahealthcare.com/loi/pat|365|Volume|undef||Issue|undef||
Xenobiotica|0049-8254||19970101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.informahealthcare.com/loi/xen|365|Volume|undef||Issue|undef||
Mechanics of composite materials|0191-5665||20030101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=OMC&amp;scope=site|365|Volume|undef||Issue|undef||
Journal of obstetrics and gynaecology|0144-3615||19940101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.informahealthcare.com/loi/jog|365|Volume|undef||Issue|undef||
British journal of clinical psychology|0144-6657||20010101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=99B&amp;scope=site|365|Volume|undef||Issue|undef||
British journal of social psychology|0144-6665||20010101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=99J&amp;scope=site|365|Volume|undef||Issue|undef||
Behaviour & information technology|0144-929X||19960101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.tandfonline.com/openurl?stitle=tbit20&amp;genre=journal|365|Volume|undef||Issue|undef||
Demokratizatsiya|1074-6846||20020101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?res_dat=xri%3Apqd&amp;svc_dat=xri%3Apqil%3Acontext%3Dtitle&amp;req_dat=xri%3Apqil%3Apq_clntid%3D&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;jtitle=Demokratizatsiya&amp;url_ver=Z39.88-2004&amp;rft_dat=xri%3Apqd%3APMID%3D43487&amp;genre=journal|0|Volume|undef||Issue|undef||
Metal science and heat treatment|0026-0673||20030101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=NAI&amp;scope=site|365|Volume|undef||Issue|undef||
Report newsmagazine (National ed.)|1488-8084||20000101|20031231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?res_dat=xri%3Apqd&amp;svc_dat=xri%3Apqil%3Acontext%3Dtitle&amp;req_dat=xri%3Apqil%3Apq_clntid%3D&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;jtitle=Report+newsmagazine&amp;url_ver=Z39.88-2004&amp;rft_dat=xri%3Apqd%3APMID%3D40133&amp;genre=journal|0|Volume|undef|undef|Issue|undef|undef|
Climacteric|1369-7137||20030101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.informahealthcare.com/loi/cmt|365|Volume|undef||Issue|undef||
Ocean dynamics|1616-7341||20030101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=NNW&amp;scope=site|365|Volume|undef||Issue|undef||
Acta sociologica|0001-6993||19750101|20021231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://asj.sagepub.com/content/by/year|0|Volume|undef|undef|Issue|undef|undef|
Journal of nutrition education|0022-3182||||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.sciencedirect.com/science/journal/00223182|0|Volume|||Issue|||
New directions for child and adolescent development|1520-3247||19980101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://onlinelibrary.wiley.com/resolve/openurl?sid=vendor%3Adatabase&amp;issn=1520-3247&amp;genre=journal|365|Volume|undef||Issue|undef||
Nederlandsch archief voor kerkgeschiedenis|0028-2030||19990101|20051231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;res_dat=xri:pao-us&amp;issn=00282030|0|Volume|undef|undef|Issue|undef|undef|
Support for learning|0268-2141||19980101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://onlinelibrary.wiley.com/resolve/openurl?sid=vendor%3Adatabase&amp;issn=0268-2141&amp;genre=journal|365|Volume|undef||Issue|undef||
International journal of Japanese sociology|0918-7545||20010101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=D87&amp;scope=site|365|Volume|undef||Issue|undef||
Worldviews|1363-5247||19990101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=C6T&amp;scope=site|365|Volume|undef||Issue|undef||
Global networks|1470-2266||20010101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=D83&amp;scope=site|365|Volume|undef||Issue|undef||
Nephrology|1320-5358||20000101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://onlinelibrary.wiley.com/resolve/openurl?sid=vendor%3Adatabase&amp;issn=1320-5358&amp;genre=journal|365|Volume|undef||Issue|undef||
Scandinavian journal of statistics|0303-6898||19980101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.jstor.org/journals/03036898.html|365|Volume|undef||Issue|undef||
Journal of cutaneous pathology|0303-6987||19990101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://onlinelibrary.wiley.com/resolve/openurl?sid=vendor%3Adatabase&amp;issn=0303-6987&amp;genre=journal|365|Volume|undef||Issue|undef||
Andrologia|0303-4569||19980101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://onlinelibrary.wiley.com/resolve/openurl?sid=vendor%3Adatabase&amp;issn=0303-4569&amp;genre=journal|365|Volume|undef||Issue|undef||
Journal of Fluid Mechanics Digital Archive|1750-6859||19560101|19961231|Cambridge University Press Journals Complete|http://proxy.library.brocku.ca/login?url=http://journals.cambridge.org/action/displayJournal?jid=JFM|0|Volume|1|329|Issue|1|undef|
British journal of addiction|0952-0481||19800101|19921231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=J5S&amp;scope=site|0|Volume|undef|undef|Issue|undef|undef|
Pediatric nursing|0097-9805||19990101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?res_dat=xri%3Apqd&amp;svc_dat=xri%3Apqil%3Acontext%3Dtitle&amp;req_dat=xri%3Apqil%3Apq_clntid%3D&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;jtitle=Pediatric+nursing&amp;url_ver=Z39.88-2004&amp;rft_dat=xri%3Apqd%3APMID%3D36049&amp;genre=journal|0|Volume|undef||Issue|undef||
Annual review of genomics and human genetics|1527-8204||20000101|20051231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=DZS&amp;scope=site|0|Volume|1|6|Issue|1|1 |
